Tanggal,Kode Saham,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi
2020-10-02,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-02,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-02,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-02,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-03,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-03,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-03,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-03,ABDA,0,0,3.800,= 0,0,0,0
2020-10-03,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-03,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-03,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-03,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-03,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-03,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-04,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-04,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-04,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-04,ABDA,0,0,3.800,= 0,0,0,0
2020-10-04,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-04,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-04,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-04,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-04,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-04,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-05,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-05,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-05,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-05,ABDA,0,0,3.800,= 0,0,0,0
2020-10-05,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-05,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-05,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-05,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-05,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-05,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-06,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-06,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-06,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-06,ABDA,0,0,3.800,= 0,0,0,0
2020-10-06,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-06,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-06,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-06,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-06,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-06,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-07,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-07,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-07,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-07,ABDA,0,0,3.800,= 0,0,0,0
2020-10-07,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-07,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-07,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-07,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-07,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-07,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-08,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-08,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-08,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-08,ABDA,0,0,3.800,= 0,0,0,0
2020-10-08,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-08,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-08,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-08,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-08,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-08,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-09,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-09,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-09,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-09,ABDA,0,0,3.800,= 0,0,0,0
2020-10-09,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-09,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-09,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-09,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-09,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-09,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-10,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-10,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-10,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-10,ABDA,0,0,3.800,= 0,0,0,0
2020-10-10,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-10,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-10,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-10,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-10,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-10,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-11,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-11,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-11,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-11,ABDA,0,0,3.800,= 0,0,0,0
2020-10-11,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-11,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-11,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-11,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-11,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-11,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-12,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-12,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-12,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-12,ABDA,0,0,3.800,= 0,0,0,0
2020-10-12,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-12,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-12,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-12,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-12,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-12,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-13,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-13,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-13,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-13,ABDA,0,0,3.800,= 0,0,0,0
2020-10-13,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-13,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-13,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-13,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-13,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-13,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-14,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-14,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-14,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-14,ABDA,0,0,3.800,= 0,0,0,0
2020-10-14,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-14,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-14,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-14,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-14,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-14,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-15,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-15,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-15,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-15,ABDA,0,0,3.800,= 0,0,0,0
2020-10-15,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-15,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-15,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-15,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-15,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-15,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-16,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-16,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-16,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-16,ABDA,0,0,3.800,= 0,0,0,0
2020-10-16,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-16,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-16,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-16,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-16,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-16,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-17,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-17,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-17,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-17,ABDA,0,0,3.800,= 0,0,0,0
2020-10-17,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-17,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-17,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-17,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-17,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-17,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-18,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-18,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-18,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-18,ABDA,0,0,3.800,= 0,0,0,0
2020-10-18,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-18,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-18,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-18,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-18,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-18,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-19,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-19,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-19,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-19,ABDA,0,0,3.800,= 0,0,0,0
2020-10-19,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-19,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-19,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-19,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-19,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-19,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-20,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-20,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-20,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-20,ABDA,0,0,3.800,= 0,0,0,0
2020-10-20,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-20,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-20,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-20,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-20,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-20,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-21,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-21,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-21,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-21,ABDA,0,0,3.800,= 0,0,0,0
2020-10-21,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-21,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-21,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-21,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-21,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-21,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-22,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-22,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-22,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-22,ABDA,0,0,3.800,= 0,0,0,0
2020-10-22,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-22,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-22,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-22,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-22,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-22,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-23,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-23,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-23,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-23,ABDA,0,0,3.800,= 0,0,0,0
2020-10-23,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-23,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-23,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-23,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-23,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-23,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-24,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-24,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-24,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-24,ABDA,0,0,3.800,= 0,0,0,0
2020-10-24,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-24,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-24,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-24,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-24,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-24,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-25,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-25,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-25,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-25,ABDA,0,0,3.800,= 0,0,0,0
2020-10-25,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-25,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-25,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-25,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-25,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-25,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-26,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-26,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-26,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-26,ABDA,0,0,3.800,= 0,0,0,0
2020-10-26,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-26,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-26,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-26,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-26,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-26,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-27,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-27,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-27,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-27,ABDA,0,0,3.800,= 0,0,0,0
2020-10-27,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-27,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-27,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-27,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-27,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-27,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-28,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-28,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-28,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-28,ABDA,0,0,3.800,= 0,0,0,0
2020-10-28,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-28,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-28,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-28,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-28,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-28,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-29,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-29,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-29,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-29,ABDA,0,0,3.800,= 0,0,0,0
2020-10-29,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-29,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-29,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-29,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-29,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-29,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-30,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-30,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-30,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-30,ABDA,0,0,3.800,= 0,0,0,0
2020-10-30,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-30,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-30,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-30,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-30,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-30,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-10-31,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-10-31,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-10-31,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-10-31,ABDA,0,0,3.800,= 0,0,0,0
2020-10-31,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-10-31,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-10-31,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-10-31,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-10-31,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-10-31,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-01,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-01,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-01,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-01,ABDA,0,0,3.800,= 0,0,0,0
2020-11-01,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-01,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-01,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-01,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-01,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-01,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-02,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-02,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-02,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-02,ABDA,0,0,3.800,= 0,0,0,0
2020-11-02,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-02,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-02,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-02,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-02,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-02,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-03,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-03,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-03,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-03,ABDA,0,0,3.800,= 0,0,0,0
2020-11-03,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-03,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-03,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-03,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-03,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-03,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-04,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-04,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-04,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-04,ABDA,0,0,3.800,= 0,0,0,0
2020-11-04,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-04,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-04,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-04,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-04,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-04,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-05,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-05,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-05,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-05,ABDA,0,0,3.800,= 0,0,0,0
2020-11-05,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-05,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-05,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-05,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-05,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-05,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-06,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-06,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-06,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-06,ABDA,0,0,3.800,= 0,0,0,0
2020-11-06,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-06,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-06,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-06,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-06,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-06,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-07,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-07,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-07,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-07,ABDA,0,0,3.800,= 0,0,0,0
2020-11-07,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-07,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-07,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-07,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-07,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-07,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-08,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-08,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-08,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-08,ABDA,0,0,3.800,= 0,0,0,0
2020-11-08,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-08,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-08,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-08,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-08,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-08,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2020-11-09,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2020-11-09,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2020-11-09,ABBA,29,29,29,1,1.897.400,55.024.600,32
2020-11-09,ABDA,0,0,3.800,= 0,0,0,0
2020-11-09,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2020-11-09,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2020-11-09,ACRO,77,70,71,1,3.437.100,252.257.100,274
2020-11-09,ACST,95,92,92,3,1.100.500,103.015.300,147
2020-11-09,ADCP,50,50,50,= 0,43.400,2.170.000,25
2020-11-09,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
